eqid,eqX,eqY,zoneUTM,dc_0_mean,dc_1e_mean,dc_0_med,dc_1e_med,dc_0_unc,dc_1e_unc
1,-392.9771644302064,3569.6159903640432,54.0,-0.0536582759520472,-0.009797910637957926,-0.052634847406993035,-0.01063863670906269,0.03695495219222746,0.12633049724775938
2,-417.402097908243,3562.456341390341,54.0,-0.0536582759520472,-0.0493015304848991,-0.052634847406993035,-0.04279519482958191,0.03695495219222746,0.1272658024117231
3,-521.8490863607117,3587.7366019941664,54.0,-0.0536582759520472,0.06224194119018874,-0.052634847406993035,0.059730705168466604,0.03695495219222746,0.11386362981696772
4,-516.1802860657565,3584.79723067657,54.0,-0.0536582759520472,0.05360071080569199,-0.052634847406993035,0.05128751077489773,0.03695495219222746,0.11246389560840005
5,-366.6419945922364,3850.319998086217,54.0,-0.0536582759520472,0.00678221565481295,-0.052634847406993035,0.00380005778177796,0.03695495219222746,0.1313048632428655
6,296.61979068975745,4128.179301772369,54.0,-0.0536582759520472,0.04610403205256499,-0.052634847406993035,0.04003049650463428,0.03695495219222746,0.1250701890612505
7,83.87192532983795,3901.35139849166,54.0,-0.0536582759520472,0.008050750566326178,-0.052634847406993035,0.00912240913917272,0.03695495219222746,0.11818797017363837
8,328.01618259779593,3866.898866582476,54.0,-0.0536582759520472,-0.06921988578819799,-0.052634847406993035,-0.0628154428775507,0.03695495219222746,0.1258492763292297
9,202.24335058105044,4025.5497211369657,54.0,-0.0536582759520472,-0.055112638325371666,-0.052634847406993035,-0.04928259652864507,0.03695495219222746,0.13250561783661846
10,477.9085898257795,4404.037580305916,54.0,-0.0536582759520472,-0.09744670029284051,-0.052634847406993035,-0.09681520909717331,0.03695495219222746,0.13542042207148589
11,-420.0218842901478,3511.5314261996805,54.0,-0.0536582759520472,-0.0034563813475845585,-0.052634847406993035,-0.0014520833968062624,0.03695495219222746,0.11676883445824418
12,404.480912881415,4338.111065579622,54.0,-0.0536582759520472,0.04890632719592503,-0.052634847406993035,0.04244308815637655,0.03695495219222746,0.1267242623478572
13,897.2500114832707,4778.926785247212,54.0,-0.0536582759520472,0.009605195049669562,-0.052634847406993035,0.006974777231283514,0.03695495219222746,0.12623034237918904
14,452.7920442390795,4037.3186893039,54.0,-0.0536582759520472,0.09330054864596316,-0.052634847406993035,0.08133870303162073,0.03695495219222746,0.11879311895743576
15,9.936533141897351,4088.226647492491,54.0,-0.0536582759520472,0.09245361467455601,-0.052634847406993035,0.08913316116123846,0.03695495219222746,0.12342991029005544
16,331.5278665142546,3788.394860859632,54.0,-0.0536582759520472,-0.02598959262413282,-0.052634847406993035,-0.027754234509481633,0.03695495219222746,0.10793476045962956
17,339.1199783648173,3779.719741822334,54.0,-0.0536582759520472,-0.00831159375891054,-0.052634847406993035,-0.011114857109124292,0.03695495219222746,0.11617470092227963
18,339.7794838460253,3807.442051326752,54.0,-0.0536582759520472,-0.04571230129475229,-0.052634847406993035,-0.043472121843136494,0.03695495219222746,0.11366638394534609
19,495.25662427566033,4044.955607804362,54.0,-0.0536582759520472,0.04325341509215416,-0.052634847406993035,0.04181645958284033,0.03695495219222746,0.11386844703158071
20,350.3727630331359,3756.461999998863,54.0,-0.0536582759520472,-0.043009095273023476,-0.052634847406993035,-0.03740658589180555,0.03695495219222746,0.12188320248469979
21,-211.5027362895382,3942.861107077152,54.0,-0.0536582759520472,-0.004484491076158728,-0.052634847406993035,-0.0051269330397341,0.03695495219222746,0.12271267381372312
22,-219.46475068668764,3910.916163982088,54.0,-0.0536582759520472,-0.15169025430675076,-0.052634847406993035,-0.14007111217473317,0.03695495219222746,0.14190296136292102
23,64.81973861557135,3803.325091290097,54.0,-0.0536582759520472,0.08835619789437697,-0.052634847406993035,0.08329478148065497,0.03695495219222746,0.13609356627270636
24,806.8939248016844,4714.281141947781,54.0,-0.0536582759520472,-0.036051394101665496,-0.052634847406993035,-0.03362172034409723,0.03695495219222746,0.11601348522498048
25,-281.0513156866755,3806.595394995688,54.0,-0.0536582759520472,-0.05459245509954155,-0.052634847406993035,-0.050808964029817924,0.03695495219222746,0.11665607926164483
26,-279.4489109472877,3801.1933826205623,54.0,-0.0536582759520472,-0.0544411040336787,-0.052634847406993035,-0.05474508878123505,0.03695495219222746,0.11806699512190039
27,500.0000000000022,4252.416563158607,54.0,-0.0536582759520472,0.05322133767575506,-0.052634847406993035,0.055155632242331165,0.03695495219222746,0.1288183540351907
28,424.2602128692233,3873.357737037608,54.0,-0.0536582759520472,0.014994184590445207,-0.052634847406993035,0.010815208253274762,0.03695495219222746,0.11745033095757751
29,687.2631361295736,4680.028936705243,54.0,-0.0536582759520472,-0.0023213344708559683,-0.052634847406993035,-0.0056990503924916345,0.03695495219222746,0.11772546970339684
30,777.957263569134,4705.278199933562,54.0,-0.0536582759520472,-0.06354598882080224,-0.052634847406993035,-0.06280526744269918,0.03695495219222746,0.12822145996857154
31,742.0012391113149,4697.266742090076,54.0,-0.0536582759520472,-0.03214251128359028,-0.052634847406993035,-0.029674795604416587,0.03695495219222746,0.12762253931569348
32,665.5513049319815,4690.5941452398565,54.0,-0.0536582759520472,-0.07695394900232876,-0.052634847406993035,-0.07177141306906881,0.03695495219222746,0.11085278204925743
33,661.3049015884727,4696.050099390135,54.0,-0.0536582759520472,-0.07714196424279043,-0.052634847406993035,-0.07457401093977711,0.03695495219222746,0.11131580571956932
34,428.60712912626303,3845.5965897457527,54.0,-0.0536582759520472,-0.012287486696085915,-0.052634847406993035,-0.01709209324945825,0.03695495219222746,0.11866353850545328
35,98.91793599234212,3668.927591587937,54.0,-0.0536582759520472,-0.055446638436313395,-0.052634847406993035,-0.05240236240774668,0.03695495219222746,0.12749012268158727
36,402.5989527447234,3978.941711549118,54.0,-0.0536582759520472,0.020045220930381684,-0.052634847406993035,0.021024597836255134,0.03695495219222746,0.11855037521397675
37,667.8623533320236,4697.315569318498,54.0,-0.0536582759520472,-0.05807744670265231,-0.052634847406993035,-0.059379622435754675,0.03695495219222746,0.11210646528033207
38,303.056352221951,4122.696565148784,54.0,-0.0536582759520472,0.017413210897704787,-0.052634847406993035,0.013024524408462943,0.03695495219222746,0.12082762501501815
39,835.7803694420392,4770.167694700599,54.0,-0.0536582759520472,0.07070462428240408,-0.052634847406993035,0.06225430884218641,0.03695495219222746,0.13442428872104104
40,-495.1785239267355,3778.405892420616,54.0,-0.0536582759520472,0.12237143317926526,-0.052634847406993035,0.11682815435827998,0.03695495219222746,0.13473211709517682
41,404.3299134394247,3988.795815199408,54.0,-0.0536582759520472,0.018598198827891224,-0.052634847406993035,0.018901368886887322,0.03695495219222746,0.11647662313919915
42,621.8841965677221,4445.387495579415,54.0,-0.0536582759520472,-0.09154363312136636,-0.052634847406993035,-0.09129135556368675,0.03695495219222746,0.1005124040699308
43,106.1589291135848,4141.7564429293725,54.0,-0.0536582759520472,0.03195570047988201,-0.052634847406993035,0.031060562599777432,0.03695495219222746,0.11985068000692768
44,278.8623898141557,4157.834291383674,54.0,-0.0536582759520472,0.009338316759780352,-0.052634847406993035,0.010439893206434753,0.03695495219222746,0.12409232599857946
45,646.8580691679209,4436.1702864692425,54.0,-0.0536582759520472,-0.05536836974644937,-0.052634847406993035,-0.05318316860557834,0.03695495219222746,0.12024445208760674
46,479.5101355324487,4329.232196669799,54.0,-0.0536582759520472,0.05033064312039268,-0.052634847406993035,0.04652969182426579,0.03695495219222746,0.11916634105287124
47,476.8845411410292,4318.364085281663,54.0,-0.0536582759520472,0.050021232454397185,-0.052634847406993035,0.0435705088276864,0.03695495219222746,0.1173525906416829
48,621.1098550941425,4456.477900588364,54.0,-0.0536582759520472,-0.08495796359355424,-0.052634847406993035,-0.08459859077997572,0.03695495219222746,0.11472137175740647
49,271.1614629140905,3852.162184769617,54.0,-0.0536582759520472,0.02070719080673902,-0.052634847406993035,0.013242257751537059,0.03695495219222746,0.1152806118199138
50,303.1987721241244,4784.984313068391,54.0,-0.0536582759520472,-0.017171037687543553,-0.052634847406993035,-0.018391958373294562,0.03695495219222746,0.1214702629439763
51,492.46916862384336,4319.554466150916,54.0,-0.0536582759520472,0.03524579576475254,-0.052634847406993035,0.032603195344716784,0.03695495219222746,0.12243532104835424
52,613.2688661880418,4317.257345805255,54.0,-0.0536582759520472,0.10644344143065511,-0.052634847406993035,0.10453078942803028,0.03695495219222746,0.12407759440802782
53,413.6607163277177,4126.933692479007,54.0,-0.0536582759520472,-0.06469999725703682,-0.052634847406993035,-0.0583649972382804,0.03695495219222746,0.1277481550890825
54,181.0656949265822,4007.0767963031503,54.0,-0.0536582759520472,0.02004687618292843,-0.052634847406993035,0.017273494490536723,0.03695495219222746,0.12743438642189117
55,679.1344462972443,4226.875249913833,54.0,-0.0536582759520472,-0.010666951615222882,-0.052634847406993035,-0.008920618380156158,0.03695495219222746,0.12270660366748849
56,625.9985091941669,4344.425799606012,54.0,-0.0536582759520472,0.07380846224532826,-0.052634847406993035,0.07599690696161254,0.03695495219222746,0.11788930505654635
57,286.22286085268047,4096.016113555928,54.0,-0.0536582759520472,-0.04270957502438217,-0.052634847406993035,-0.038276983823215524,0.03695495219222746,0.12260276725094484
58,334.71484028241383,4482.861045979598,54.0,-0.0536582759520472,0.03774219790947699,-0.052634847406993035,0.030483582634826277,0.03695495219222746,0.12627597335750004
59,633.1852302568241,4317.679688677003,54.0,-0.0536582759520472,0.12217101621403034,-0.052634847406993035,0.11762888313759269,0.03695495219222746,0.12477304928064514
60,537.8053897258154,4116.922491112731,54.0,-0.0536582759520472,0.009742629910779184,-0.052634847406993035,0.008845866630937532,0.03695495219222746,0.11396396626826012
61,645.8872104090177,4370.307858894735,54.0,-0.0536582759520472,0.11786859773054063,-0.052634847406993035,0.10970943605101463,0.03695495219222746,0.1287538138385196
62,583.2192292927565,4207.570440686977,54.0,-0.0536582759520472,0.0853285361607479,-0.052634847406993035,0.07835131941246659,0.03695495219222746,0.12163153047498909
63,587.79522063936,3965.30735379632,54.0,-0.0536582759520472,-0.06701603436642073,-0.052634847406993035,-0.0590809323445808,0.03695495219222746,0.11749774420155062
64,511.20045336943775,4034.756555075861,54.0,-0.0536582759520472,0.013677275338623411,-0.052634847406993035,0.011191760820261278,0.03695495219222746,0.11020570367289283
65,628.569594659982,4182.409690156388,54.0,-0.0536582759520472,-0.009650327459220743,-0.052634847406993035,-0.009435752315357954,0.03695495219222746,0.11638635925240198
66,292.2609771757026,3909.816818957042,54.0,-0.0536582759520472,-0.013155634632686857,-0.052634847406993035,-0.01636692365443089,0.03695495219222746,0.12150339355957136
67,491.6009153175041,3965.873607703836,54.0,-0.0536582759520472,0.006200298327344669,-0.052634847406993035,0.007616174251651425,0.03695495219222746,0.11137963353551505
68,551.3308823891985,4154.3829093310205,54.0,-0.0536582759520472,0.005668007523977284,-0.052634847406993035,0.006710924738400676,0.03695495219222746,0.11261916289471785
69,620.3081608477662,4442.697633686135,54.0,-0.0536582759520472,-0.08503630834028618,-0.052634847406993035,-0.08302935462803077,0.03695495219222746,0.10178528436720614
70,580.3679443218005,4175.917211801147,54.0,-0.0536582759520472,-0.002261141879794729,-0.052634847406993035,0.00010939108267281469,0.03695495219222746,0.11906055925416797
71,461.8106926932424,4070.996636995212,54.0,-0.0536582759520472,0.03853454922762151,-0.052634847406993035,0.03942872398883351,0.03695495219222746,0.11039106662814516
72,481.1580797342048,4104.322784187657,54.0,-0.0536582759520472,-0.02896119042591766,-0.052634847406993035,-0.02218099881790395,0.03695495219222746,0.11708019779223326
73,617.5588333856901,4249.279514761538,54.0,-0.0536582759520472,0.05830246663668111,-0.052634847406993035,0.056725912678626964,0.03695495219222746,0.11796877880902484
74,630.0947010611478,4141.259609929846,54.0,-0.0536582759520472,-0.025371399276279794,-0.052634847406993035,-0.02531679198300244,0.03695495219222746,0.123865485074061
75,470.88421956699887,4088.931941860032,54.0,-0.0536582759520472,0.023477156271300207,-0.052634847406993035,0.025137010553308404,0.03695495219222746,0.11053639733258981
76,517.3116391169647,4113.7490927459785,54.0,-0.0536582759520472,0.0550516142155258,-0.052634847406993035,0.05009558166860263,0.03695495219222746,0.12096090485647103
77,525.0806648123429,4068.285736497157,54.0,-0.0536582759520472,0.05879154999884844,-0.052634847406993035,0.052111080488381895,0.03695495219222746,0.12439507687845447
78,627.6682725345173,4456.030927875323,54.0,-0.0536582759520472,-0.06707331911263002,-0.052634847406993035,-0.0699000215149852,0.03695495219222746,0.11405058078654956
79,542.8967469452417,4145.126522468353,54.0,-0.0536582759520472,0.01390306668846418,-0.052634847406993035,0.01355059238483556,0.03695495219222746,0.11472287438874036
80,518.7764202728424,4093.7838409303818,54.0,-0.0536582759520472,0.008069804683306718,-0.052634847406993035,0.004548860694953359,0.03695495219222746,0.10412092293242148
81,-260.0556528336838,3915.584287356416,54.0,-0.0536582759520472,-0.022666450624578317,-0.052634847406993035,-0.021075190652182253,0.03695495219222746,0.11924481534815433
82,624.8842742638004,4322.206087397477,54.0,-0.0536582759520472,0.10112042944557387,-0.052634847406993035,0.09909282581066088,0.03695495219222746,0.11846980599771414
83,497.40279712570856,4039.075701869608,54.0,-0.0536582759520472,0.0042500124876052574,-0.052634847406993035,0.009084712221047484,0.03695495219222746,0.11132242497330234
