eqid,eqX,eqY,zoneUTM,dc_0_mean,dc_1e_mean,dc_0_med,dc_1e_med,dc_0_unc,dc_1e_unc
1,-392.9771644302064,3569.6159903640432,54.0,-0.1628010558265259,-0.3558314736216167,-0.16062277520773716,-0.3530244549501479,0.05980371084257317,0.20773844069784442
2,-417.402097908243,3562.456341390341,54.0,-0.1628010558265259,-0.4473678739596053,-0.16062277520773716,-0.4394077113245358,0.05980371084257317,0.22358536384196281
3,-521.8490863607117,3587.7366019941664,54.0,-0.1628010558265259,0.03573363925662968,-0.16062277520773716,0.03397361414688678,0.05980371084257317,0.18090255293656834
4,-516.1802860657565,3584.79723067657,54.0,-0.1628010558265259,0.020413387945213537,-0.16062277520773716,0.01814616673754618,0.05980371084257317,0.1777394921330312
5,-366.6419945922364,3850.319998086217,54.0,-0.1628010558265259,0.09834127924015133,-0.16062277520773716,0.09655178943917456,0.05980371084257317,0.20560935237560815
6,296.61979068975745,4128.179301772369,54.0,-0.1628010558265259,0.04952777266577673,-0.16062277520773716,0.05327392504325821,0.05980371084257317,0.16601486630298162
7,83.87192532983795,3901.35139849166,54.0,-0.1628010558265259,0.0823592380423333,-0.16062277520773716,0.08464859587624901,0.05980371084257317,0.20513217080845353
8,328.01618259779593,3866.898866582476,54.0,-0.1628010558265259,-0.3086493536824984,-0.16062277520773716,-0.30108167291711385,0.05980371084257317,0.2128814516142933
9,202.24335058105044,4025.5497211369657,54.0,-0.1628010558265259,-0.0689100220312724,-0.16062277520773716,-0.06618952088321894,0.05980371084257317,0.19326072476830702
10,477.9085898257795,4404.037580305916,54.0,-0.1628010558265259,-0.044533712734134374,-0.16062277520773716,-0.0400396732269717,0.05980371084257317,0.20420235804941633
11,-420.0218842901478,3511.5314261996805,54.0,-0.1628010558265259,-0.36994094766660585,-0.16062277520773716,-0.3634943927295732,0.05980371084257317,0.22688047919190768
12,404.480912881415,4338.111065579622,54.0,-0.1628010558265259,0.01871573071312711,-0.16062277520773716,0.02029333851778602,0.05980371084257317,0.20512818674270175
13,897.2500114832707,4778.926785247212,54.0,-0.1628010558265259,-0.10253598853775239,-0.16062277520773716,-0.10238498048587445,0.05980371084257317,0.20076715055578703
14,452.7920442390795,4037.3186893039,54.0,-0.1628010558265259,0.2995077984821181,-0.16062277520773716,0.2804807569214211,0.05980371084257317,0.20807141523420838
15,9.936533141897351,4088.226647492491,54.0,-0.1628010558265259,0.31719627692130814,-0.16062277520773716,0.3049376694829256,0.05980371084257317,0.2288979564224256
16,331.5278665142546,3788.394860859632,54.0,-0.1628010558265259,-0.294201082729455,-0.16062277520773716,-0.28492671222818844,0.05980371084257317,0.18013039915136225
17,339.1199783648173,3779.719741822334,54.0,-0.1628010558265259,-0.27231092062724094,-0.16062277520773716,-0.26879566674147026,0.05980371084257317,0.17816661362964528
18,339.7794838460253,3807.442051326752,54.0,-0.1628010558265259,-0.31411339698924845,-0.16062277520773716,-0.30933869185454865,0.05980371084257317,0.18735554583119857
19,495.25662427566033,4044.955607804362,54.0,-0.1628010558265259,0.1281301797685244,-0.16062277520773716,0.12085119540425998,0.05980371084257317,0.16490934544886413
20,350.3727630331359,3756.461999998863,54.0,-0.1628010558265259,-0.2470546504041063,-0.16062277520773716,-0.24672175700689464,0.05980371084257317,0.19871743472858364
21,-211.5027362895382,3942.861107077152,54.0,-0.1628010558265259,0.12719274513914564,-0.16062277520773716,0.11817877287568873,0.05980371084257317,0.1888783421306204
22,-219.46475068668764,3910.916163982088,54.0,-0.1628010558265259,-0.051595959396269105,-0.16062277520773716,-0.05339777392127418,0.05980371084257317,0.1996962150112246
23,64.81973861557135,3803.325091290097,54.0,-0.1628010558265259,0.20623662393488917,-0.16062277520773716,0.20234591922151102,0.05980371084257317,0.22614483521032994
24,806.8939248016844,4714.281141947781,54.0,-0.1628010558265259,-0.24700827028076328,-0.16062277520773716,-0.24745946466645152,0.05980371084257317,0.19819759623266997
25,-281.0513156866755,3806.595394995688,54.0,-0.1628010558265259,0.010775245907478154,-0.16062277520773716,0.011961362676271368,0.05980371084257317,0.1717337471038753
26,-279.4489109472877,3801.1933826205623,54.0,-0.1628010558265259,0.008662904368353631,-0.16062277520773716,0.009133547512172397,0.05980371084257317,0.1757584148866214
27,500.0000000000022,4252.416563158607,54.0,-0.1628010558265259,0.23157797291778087,-0.16062277520773716,0.22895384450769607,0.05980371084257317,0.19880849327903127
28,424.2602128692233,3873.357737037608,54.0,-0.1628010558265259,-0.20781244685534006,-0.16062277520773716,-0.20410025817958982,0.05980371084257317,0.19019288243340393
29,687.2631361295736,4680.028936705243,54.0,-0.1628010558265259,-0.3400481005704529,-0.16062277520773716,-0.33913483586392745,0.05980371084257317,0.185338032394511
30,777.957263569134,4705.278199933562,54.0,-0.1628010558265259,-0.300253239563818,-0.16062277520773716,-0.30446881019806665,0.05980371084257317,0.19123727732177837
31,742.0012391113149,4697.266742090076,54.0,-0.1628010558265259,-0.2981701384661943,-0.16062277520773716,-0.3007181673503539,0.05980371084257317,0.19393996653863244
32,665.5513049319815,4690.5941452398565,54.0,-0.1628010558265259,-0.3997200720132301,-0.16062277520773716,-0.4043894143166752,0.05980371084257317,0.16848673864168792
33,661.3049015884727,4696.050099390135,54.0,-0.1628010558265259,-0.3817372285230237,-0.16062277520773716,-0.3769457218312111,0.05980371084257317,0.17146348217064522
34,428.60712912626303,3845.5965897457527,54.0,-0.1628010558265259,-0.2348248437863101,-0.16062277520773716,-0.2323084578628343,0.05980371084257317,0.19671212523387427
35,98.91793599234212,3668.927591587937,54.0,-0.1628010558265259,0.09365564537775635,-0.16062277520773716,0.08599387293980058,0.05980371084257317,0.20758518447156016
