eqid,eqX,eqY,zoneUTM,dc_0_mean,dc_1e_mean,dc_0_med,dc_1e_med,dc_0_unc,dc_1e_unc
1,-392.9771644302064,3569.6159903640432,54.0,-0.14137981311303927,-0.46417146028620265,-0.14399493362252413,-0.4564412924308165,0.07347995978616785,0.23276042190616986
2,-417.402097908243,3562.456341390341,54.0,-0.14137981311303927,-0.5175380315519631,-0.14399493362252413,-0.5155835208058488,0.07347995978616785,0.23949328110867332
3,-521.8490863607117,3587.7366019941664,54.0,-0.14137981311303927,-0.09436040362942374,-0.14399493362252413,-0.0924635728082222,0.07347995978616785,0.1862398935179968
4,-516.1802860657565,3584.79723067657,54.0,-0.14137981311303927,-0.10325844089923959,-0.14399493362252413,-0.09557053769535759,0.07347995978616785,0.18646937741015332
5,-366.6419945922364,3850.319998086217,54.0,-0.14137981311303927,0.012582606222061154,-0.14399493362252413,0.013578577622562184,0.07347995978616785,0.211061771403426
6,296.61979068975745,4128.179301772369,54.0,-0.14137981311303927,0.03796372661809341,-0.14399493362252413,0.02907787808778611,0.07347995978616785,0.17067261054507393
7,83.87192532983795,3901.35139849166,54.0,-0.14137981311303927,0.07064832935581312,-0.14399493362252413,0.07123450468799084,0.07347995978616785,0.20758303573567527
8,328.01618259779593,3866.898866582476,54.0,-0.14137981311303927,-0.27404750006524203,-0.14399493362252413,-0.2719217202975663,0.07347995978616785,0.2015376088361679
9,202.24335058105044,4025.5497211369657,54.0,-0.14137981311303927,-0.11338918976440317,-0.14399493362252413,-0.103022367709878,0.07347995978616785,0.2027228207710349
10,477.9085898257795,4404.037580305916,54.0,-0.14137981311303927,-0.10990325874405539,-0.14399493362252413,-0.10848528165975832,0.07347995978616785,0.22205291028327215
11,-420.0218842901478,3511.5314261996805,54.0,-0.14137981311303927,-0.4298523546295696,-0.14399493362252413,-0.4252565886672156,0.07347995978616785,0.22862174243193772
12,404.480912881415,4338.111065579622,54.0,-0.14137981311303927,-0.036927878584039515,-0.14399493362252413,-0.03661507680503685,0.07347995978616785,0.20803218389459396
13,897.2500114832707,4778.926785247212,54.0,-0.14137981311303927,-0.0619575508266077,-0.14399493362252413,-0.06289286781196712,0.07347995978616785,0.20350883730780847
14,452.7920442390795,4037.3186893039,54.0,-0.14137981311303927,0.18519945618406042,-0.14399493362252413,0.18316956053322697,0.07347995978616785,0.18555830524595837
15,9.936533141897351,4088.226647492491,54.0,-0.14137981311303927,0.32335906815928755,-0.14399493362252413,0.3238170569157507,0.07347995978616785,0.2384506984917903
16,331.5278665142546,3788.394860859632,54.0,-0.14137981311303927,-0.2741933185687344,-0.14399493362252413,-0.27319375396584367,0.07347995978616785,0.18526683724417975
17,339.1199783648173,3779.719741822334,54.0,-0.14137981311303927,-0.2616720223547654,-0.14399493362252413,-0.25875207801697514,0.07347995978616785,0.18409935278521317
18,339.7794838460253,3807.442051326752,54.0,-0.14137981311303927,-0.3107572573470513,-0.14399493362252413,-0.3020242223808917,0.07347995978616785,0.19625193286425097
19,495.25662427566033,4044.955607804362,54.0,-0.14137981311303927,0.11322552011402864,-0.14399493362252413,0.1109897533880565,0.07347995978616785,0.17714281439780857
20,350.3727630331359,3756.461999998863,54.0,-0.14137981311303927,-0.23999883019469667,-0.14399493362252413,-0.23367440255297484,0.07347995978616785,0.1944775416893842
21,-211.5027362895382,3942.861107077152,54.0,-0.14137981311303927,0.07388482913953541,-0.14399493362252413,0.07517179350056467,0.07347995978616785,0.19247793449559739
22,-219.46475068668764,3910.916163982088,54.0,-0.14137981311303927,-0.07816365765604998,-0.14399493362252413,-0.07602085351024632,0.07347995978616785,0.20585930593890847
23,64.81973861557135,3803.325091290097,54.0,-0.14137981311303927,0.2270110871808744,-0.14399493362252413,0.22256036236009397,0.07347995978616785,0.21390524960815818
24,806.8939248016844,4714.281141947781,54.0,-0.14137981311303927,-0.22946868065612042,-0.14399493362252413,-0.22780151120637918,0.07347995978616785,0.19720353809187705
25,-281.0513156866755,3806.595394995688,54.0,-0.14137981311303927,-0.046710985003438225,-0.14399493362252413,-0.05179444670078097,0.07347995978616785,0.18925884672973153
26,-279.4489109472877,3801.1933826205623,54.0,-0.14137981311303927,-0.051170940684820455,-0.14399493362252413,-0.05258780081524696,0.07347995978616785,0.19451432132869442
27,500.0000000000022,4252.416563158607,54.0,-0.14137981311303927,0.21150550942376348,-0.14399493362252413,0.20544870947682406,0.07347995978616785,0.20188223663799776
28,424.2602128692233,3873.357737037608,54.0,-0.14137981311303927,-0.219943967027403,-0.14399493362252413,-0.21784907130531467,0.07347995978616785,0.1969459468543153
29,687.2631361295736,4680.028936705243,54.0,-0.14137981311303927,-0.3303704304595143,-0.14399493362252413,-0.33143974516169833,0.07347995978616785,0.19244402280949344
30,777.957263569134,4705.278199933562,54.0,-0.14137981311303927,-0.31690553236076735,-0.14399493362252413,-0.31113916902199523,0.07347995978616785,0.20286254645429797
31,742.0012391113149,4697.266742090076,54.0,-0.14137981311303927,-0.2721674635262874,-0.14399493362252413,-0.27592521613080667,0.07347995978616785,0.20870516078369244
32,665.5513049319815,4690.5941452398565,54.0,-0.14137981311303927,-0.380526624922515,-0.14399493362252413,-0.3801187212608853,0.07347995978616785,0.18371785136199606
33,661.3049015884727,4696.050099390135,54.0,-0.14137981311303927,-0.36690925037180466,-0.14399493362252413,-0.35641044762957697,0.07347995978616785,0.18257564656641842
34,428.60712912626303,3845.5965897457527,54.0,-0.14137981311303927,-0.21964029129287732,-0.14399493362252413,-0.21633759530298818,0.07347995978616785,0.20554980446761378
35,98.91793599234212,3668.927591587937,54.0,-0.14137981311303927,0.11104097280694937,-0.14399493362252413,0.10595681283814655,0.07347995978616785,0.2054789522915006
36,402.5989527447234,3978.941711549118,54.0,-0.14137981311303927,0.10829646375912065,-0.14399493362252413,0.10447433996837897,0.07347995978616785,0.1878170140814547
37,667.8623533320236,4697.315569318498,54.0,-0.14137981311303927,-0.33498094879137447,-0.14399493362252413,-0.3386586132246252,0.07347995978616785,0.1806362500671862
38,303.056352221951,4122.696565148784,54.0,-0.14137981311303927,0.048557665359315244,-0.14399493362252413,0.04946815256854178,0.07347995978616785,0.1761667340187464
39,835.7803694420392,4770.167694700599,54.0,-0.14137981311303927,-0.00216303401597383,-0.14399493362252413,-0.005599994604238417,0.07347995978616785,0.21171620899404325
40,-495.1785239267355,3778.405892420616,54.0,-0.14137981311303927,0.18429235799019986,-0.14399493362252413,0.17874017464076525,0.07347995978616785,0.22405715478202434
41,404.3299134394247,3988.795815199408,54.0,-0.14137981311303927,0.14663855652897295,-0.14399493362252413,0.14703684848852028,0.07347995978616785,0.19005887038233119
42,621.8841965677221,4445.387495579415,54.0,-0.14137981311303927,0.03756606448804281,-0.14399493362252413,0.037448782191629476,0.07347995978616785,0.14499944856548946
43,106.1589291135848,4141.7564429293725,54.0,-0.14137981311303927,0.0918085139694227,-0.14399493362252413,0.08611039682315634,0.07347995978616785,0.202112598728605
44,278.8623898141557,4157.834291383674,54.0,-0.14137981311303927,-0.011964694812640815,-0.14399493362252413,-0.011877175151455685,0.07347995978616785,0.19632274297859065
45,646.8580691679209,4436.1702864692425,54.0,-0.14137981311303927,-0.070804751929658,-0.14399493362252413,-0.06773089824041831,0.07347995978616785,0.1823508787918624
46,479.5101355324487,4329.232196669799,54.0,-0.14137981311303927,0.1317663868665747,-0.14399493362252413,0.12829625642348563,0.07347995978616785,0.18078480874158684
47,476.8845411410292,4318.364085281663,54.0,-0.14137981311303927,0.14744749835212764,-0.14399493362252413,0.1453791598168726,0.07347995978616785,0.18510134666314884
48,621.1098550941425,4456.477900588364,54.0,-0.14137981311303927,0.019708158932270507,-0.14399493362252413,0.02199805472395279,0.07347995978616785,0.15934432197553064
49,271.1614629140905,3852.162184769617,54.0,-0.14137981311303927,-0.07893311948091424,-0.14399493362252413,-0.0847580980005028,0.07347995978616785,0.18748870991714023
50,303.1987721241244,4784.984313068391,54.0,-0.14137981311303927,0.06322890362953824,-0.14399493362252413,0.05859360117274523,0.07347995978616785,0.20818893738727434
51,492.46916862384336,4319.554466150916,54.0,-0.14137981311303927,0.09838822079407038,-0.14399493362252413,0.1071368897869163,0.07347995978616785,0.18112639598960417
52,613.2688661880418,4317.257345805255,54.0,-0.14137981311303927,0.3932468230191593,-0.14399493362252413,0.39156682289479544,0.07347995978616785,0.17699535789311288
53,413.6607163277177,4126.933692479007,54.0,-0.14137981311303927,-0.020891274154709823,-0.14399493362252413,-0.014739776449248447,0.07347995978616785,0.20300589303661903
54,181.0656949265822,4007.0767963031503,54.0,-0.14137981311303927,0.015050784884433514,-0.14399493362252413,0.024303714175246544,0.07347995978616785,0.19259411971094764
55,679.1344462972443,4226.875249913833,54.0,-0.14137981311303927,0.046748628085789994,-0.14399493362252413,0.04559378760971969,0.07347995978616785,0.1973818156955716
56,625.9985091941669,4344.425799606012,54.0,-0.14137981311303927,0.3954039904460664,-0.14399493362252413,0.3913691398020423,0.07347995978616785,0.17512824828705967
57,286.22286085268047,4096.016113555928,54.0,-0.14137981311303927,0.018585869841665503,-0.14399493362252413,0.015428533695276376,0.07347995978616785,0.18559032608966677
58,334.71484028241383,4482.861045979598,54.0,-0.14137981311303927,0.21485241791296972,-0.14399493362252413,0.2078435464729601,0.07347995978616785,0.22310153660944113
