,dc_0,ell_1e,omega_1e,tau_0,tau
prc_0.05,-0.10759643568305019,9.750397021397415,0.10225334902049493,0.10985544182590463,0.1642292648995876
prc_0.25,-0.06768207932262547,16.7749507113899,0.10977246728322984,0.15226827832295778,0.2206838798373578
prc_0.50,-0.04120035284177398,27.27635309603285,0.12346278938534094,0.20821332287396702,0.2682955699554463
prc_0.75,-0.01656840307969716,46.26306976248265,0.14412496437778588,0.2593605742963177,0.3070985233028104
prc_0.95,0.01904055853311653,144.4376800471416,0.186952872683002,0.3086051412388775,0.3471521662996887
mean,-0.04238913870151154,46.12805071205894,0.13107958728784264,0.20761146181053622,0.26351408719408853
