,dc_0,ell_1as,omega_1as,phi_0,phi
prc_0.05,-0.05799196231188443,22.766390087220756,0.16259224149630716,0.11516498518057129,0.14625646849536264
prc_0.25,-0.03510347798586445,27.53435707033899,0.18062504500361443,0.1540801339964296,0.19005709322127995
prc_0.50,-0.020442829961483895,32.47116984629423,0.1925140243939144,0.18046496721923339,0.2216682499103091
prc_0.75,-0.006158293983016851,38.70796799890918,0.20479121068042283,0.21381629265269803,0.2419575697650151
prc_0.95,0.012685202021773331,51.08743436209677,0.22647950302816808,0.24536775968869418,0.26311190182372907
mean,-0.021212282076224963,34.130304923835574,0.1929887600186411,0.18203558467357897,0.21413237982100314
