,dc_0,ell_1as,omega_1as,phi_0,phi
prc_0.05,-0.1221355135438516,26.805741080141747,0.1889718232395879,0.11575988447265553,0.12711221416026516
prc_0.25,-0.08619727164172794,32.62013464502937,0.2033068153118317,0.1369185123505417,0.15523331519594907
prc_0.50,-0.06738430553242146,37.760630925594604,0.21419302092449263,0.15916481471164046,0.17327562210661168
prc_0.75,-0.04872665412930813,43.74400498709614,0.22669353513076268,0.1785641832536542,0.19409881710180038
prc_0.95,-0.019623390421537937,56.30147747658935,0.2444993054585485,0.20630311199357337,0.21010512097944853
mean,-0.06856225267773834,39.22010659847838,0.2155452699856745,0.15941655928609944,0.17265966551314185
