cell_name,cell_i,cellX,cellY,zoneUTM,c_a_erg,c_ca_mean,c_ca_med,c_ca_unc
c.285,285,-587.5,3737.5,54.0,-0.00073,-0.0018278725322073664,-0.0017130985725119742,0.0010450332900094185
c.346,346,-562.5,3562.5,54.0,-0.00073,-0.0022336460143328935,-0.00219819712900596,0.0010882651392280622
c.353,353,-562.5,3737.5,54.0,-0.00073,-0.0018778363010389125,-0.0018147365209016655,0.0009587310563584304
c.354,354,-562.5,3762.5,54.0,-0.00073,-0.0018511725830683478,-0.0017435405223288321,0.0009638040317333916
c.414,414,-537.5,3562.5,54.0,-0.00073,-0.0023198535946137113,-0.00229824002617686,0.0009541672680542307
c.415,415,-537.5,3587.5,54.0,-0.00073,-0.0021164960985198844,-0.0020748433166600556,0.0009168789292153961
c.416,416,-537.5,3612.5,54.0,-0.00073,-0.00195540960490765,-0.0019187174835602282,0.0009022219788713468
c.420,420,-537.5,3712.5,54.0,-0.00073,-0.0018273651243831638,-0.0017858611670843309,0.0008895613048661306
c.421,421,-537.5,3737.5,54.0,-0.00073,-0.001881534242302088,-0.0018132887244562937,0.0008929908085091401
c.422,422,-537.5,3762.5,54.0,-0.00073,-0.0019016109507278775,-0.0018739282135355221,0.0009197047035079174
c.480,480,-512.5,3512.5,54.0,-0.00073,-0.002346726721999984,-0.0022796753294297223,0.0010265911789969127
c.481,481,-512.5,3537.5,54.0,-0.00073,-0.002428337836747462,-0.002404018260528538,0.000979825908444418
c.482,482,-512.5,3562.5,54.0,-0.00073,-0.0023200778276870316,-0.002264170291854623,0.0009260590379047644
c.483,483,-512.5,3587.5,54.0,-0.00073,-0.001986033399934219,-0.001948285220043729,0.0008321750393356409
c.484,484,-512.5,3612.5,54.0,-0.00073,-0.001742037585311812,-0.0017052572782180048,0.0007761386576090097
c.485,485,-512.5,3637.5,54.0,-0.00073,-0.0016845603619754822,-0.0016374806581247736,0.0007597657486345128
c.486,486,-512.5,3662.5,54.0,-0.00073,-0.001641912734095605,-0.0016054933583500835,0.0007995305561776155
c.487,487,-512.5,3687.5,54.0,-0.00073,-0.0016604683785720023,-0.0015909721848540786,0.0008010931879454538
c.488,488,-512.5,3712.5,54.0,-0.00073,-0.0016941060121856658,-0.001635594237114488,0.0007666895139583255
c.489,489,-512.5,3737.5,54.0,-0.00073,-0.0017602429533629734,-0.001716467464524517,0.0007853912448616425
c.490,490,-512.5,3762.5,54.0,-0.00073,-0.001826740114916965,-0.00177309213888306,0.0007920346172425725
c.491,491,-512.5,3787.5,54.0,-0.00073,-0.001872756572310326,-0.0017985681032059693,0.0009023934585976882
c.547,547,-487.5,3487.5,54.0,-0.00073,-0.0022109206217680206,-0.0021172276555941408,0.0010441186595980425
c.548,548,-487.5,3512.5,54.0,-0.00073,-0.0023522377766864557,-0.0022703653013418606,0.0009592714455418166
c.549,549,-487.5,3537.5,54.0,-0.00073,-0.0023363770805808646,-0.002317568180336519,0.0008973370877721007
c.550,550,-487.5,3562.5,54.0,-0.00073,-0.002237000941228179,-0.0022368251145726097,0.000894632341628708
c.551,551,-487.5,3587.5,54.0,-0.00073,-0.001999101469000036,-0.0019477411086459273,0.0008493853151629446
c.552,552,-487.5,3612.5,54.0,-0.00073,-0.001846934419700266,-0.0018195645624103543,0.0007577048393074025
c.553,553,-487.5,3637.5,54.0,-0.00073,-0.001657051863940169,-0.0016085669794940708,0.0007339171400943013
c.554,554,-487.5,3662.5,54.0,-0.00073,-0.00160483465468144,-0.0015655398414778801,0.0007563135198259513
c.555,555,-487.5,3687.5,54.0,-0.00073,-0.0015998860306982254,-0.0015669375851899226,0.0007286753769177642
c.556,556,-487.5,3712.5,54.0,-0.00073,-0.0016270758264341776,-0.0016070532173425563,0.000735073493379084
c.557,557,-487.5,3737.5,54.0,-0.00073,-0.0016481695601743146,-0.00159927199182327,0.0007107132699432936
c.558,558,-487.5,3762.5,54.0,-0.00073,-0.0017206322957967375,-0.001690141656365484,0.0007225714877970632
c.559,559,-487.5,3787.5,54.0,-0.00073,-0.0019051858460731425,-0.0018746472743926387,0.0008254702037729154
c.615,615,-462.5,3487.5,54.0,-0.00073,-0.002093658070706642,-0.0020375083593542464,0.0010137202752405405
c.616,616,-462.5,3512.5,54.0,-0.00073,-0.002187279419743841,-0.00210414506370034,0.000925713230226898
