,dc_0,ell_ca1,omega_ca1,omega_ca2,phi_0
prc_0.05,0.08501213789071752,108.83054013668401,0.0011612610369290124,8.055767718949522e-06,0.35968721615233445
prc_0.25,0.09866220047143535,138.81479247901774,0.0013138009458223934,4.1914339703728355e-05,0.3636860943110104
prc_0.50,0.1077338678064981,169.02403133190504,0.0014781742912231047,8.377484332911615e-05,0.3666586037445032
prc_0.75,0.11687665297584532,219.29006008619757,0.001677940899722112,0.0001434361835363487,0.36950801455275334
prc_0.95,0.13091750631386553,347.58824554284564,0.0021163827607987204,0.00024934580739276044,0.37397415955289337
mean,0.10795065928260948,193.29901063218333,0.0015319991938717928,0.00010007659417795506,0.36668343044329804
