cell_name,cell_i,cellX,cellY,zoneUTM,c_a_erg,c_ca_mean,c_ca_med,c_ca_unc
c.285,285,-587.5,3737.5,54.0,-0.00964,-0.00946962466852633,-0.009323251189329487,0.0043235596809557
c.346,346,-562.5,3562.5,54.0,-0.00964,-0.011839635570294766,-0.011662108509521495,0.0037319379294259224
c.353,353,-562.5,3737.5,54.0,-0.00964,-0.00959488968052214,-0.009495520339163288,0.0038517578050415793
c.354,354,-562.5,3762.5,54.0,-0.00964,-0.009904742479335864,-0.0099512158112864,0.004058792747334938
c.414,414,-537.5,3562.5,54.0,-0.00964,-0.011709892773458297,-0.01168966399629369,0.0036434493484110244
c.415,415,-537.5,3587.5,54.0,-0.00964,-0.011347536140206286,-0.011312208793988334,0.0038957548731333547
c.416,416,-537.5,3612.5,54.0,-0.00964,-0.01135120694598156,-0.011211346554213818,0.003896408893122471
c.420,420,-537.5,3712.5,54.0,-0.00964,-0.01124544495819358,-0.011172312864228796,0.003741504017049515
c.421,421,-537.5,3737.5,54.0,-0.00964,-0.012580628932152864,-0.012563370783764717,0.003816186636215472
c.422,422,-537.5,3762.5,54.0,-0.00964,-0.010383192739770671,-0.010470479204296777,0.0037007894280809655
c.480,480,-512.5,3512.5,54.0,-0.00964,-0.01105237803970198,-0.011109913258602111,0.0038015128813608913
c.481,481,-512.5,3537.5,54.0,-0.00964,-0.012022129543482881,-0.012073065588000267,0.0033018859290474397
c.482,482,-512.5,3562.5,54.0,-0.00964,-0.010994763660749286,-0.011012679057981192,0.0032459007067449598
c.483,483,-512.5,3587.5,54.0,-0.00964,-0.009038246085801562,-0.008914505173969696,0.0032486947705022045
c.484,484,-512.5,3612.5,54.0,-0.00964,-0.010796719455745193,-0.010695294168200344,0.003133612165401003
c.485,485,-512.5,3637.5,54.0,-0.00964,-0.011397702425790152,-0.011360539249071787,0.003433813005761691
c.486,486,-512.5,3662.5,54.0,-0.00964,-0.010966201040190783,-0.010959377041821233,0.0038623491145573946
c.487,487,-512.5,3687.5,54.0,-0.00964,-0.010945217494309958,-0.010864291540983003,0.004140927733180243
c.488,488,-512.5,3712.5,54.0,-0.00964,-0.011435204323232404,-0.01134282477337806,0.003923556746170048
c.489,489,-512.5,3737.5,54.0,-0.00964,-0.012745808136467153,-0.01275535656785589,0.003456258799418307
c.490,490,-512.5,3762.5,54.0,-0.00964,-0.012289451152824113,-0.012390224393842755,0.0033957657118092333
c.491,491,-512.5,3787.5,54.0,-0.00964,-0.010575929632763445,-0.01048803675701746,0.003816350031561156
c.547,547,-487.5,3487.5,54.0,-0.00964,-0.012234694631673591,-0.012233852233328839,0.004038742319164421
c.548,548,-487.5,3512.5,54.0,-0.00964,-0.01350492201320345,-0.013494715594423168,0.003946288075989562
c.549,549,-487.5,3537.5,54.0,-0.00964,-0.012504340043221554,-0.012498585034403898,0.0036012959478930306
c.550,550,-487.5,3562.5,54.0,-0.00964,-0.010686705839970318,-0.010687202449738016,0.003860618205353673
c.551,551,-487.5,3587.5,54.0,-0.00964,-0.010276278357211439,-0.010305451914234664,0.0034781807149394444
c.552,552,-487.5,3612.5,54.0,-0.00964,-0.011899860002027862,-0.011814429486291234,0.003588780761080061
c.553,553,-487.5,3637.5,54.0,-0.00964,-0.012694955801299097,-0.012751752276688847,0.003689337770581442
c.554,554,-487.5,3662.5,54.0,-0.00964,-0.011285271941670396,-0.011223414525060791,0.003733878606932532
c.555,555,-487.5,3687.5,54.0,-0.00964,-0.009906845171542195,-0.009915921913346303,0.003994293838028961
c.556,556,-487.5,3712.5,54.0,-0.00964,-0.009926497257079614,-0.009654524496170151,0.0036358356450162895
c.557,557,-487.5,3737.5,54.0,-0.00964,-0.009739292118955996,-0.009789629154415374,0.0034191412606594585
c.558,558,-487.5,3762.5,54.0,-0.00964,-0.009688442992938046,-0.009675134727953654,0.0029763626461361964
c.559,559,-487.5,3787.5,54.0,-0.00964,-0.010360311657516667,-0.010207438530970244,0.0034919837564494527
c.615,615,-462.5,3487.5,54.0,-0.00964,-0.01070121330116911,-0.010604218783694844,0.003970955855117751
c.616,616,-462.5,3512.5,54.0,-0.00964,-0.011220798726950466,-0.011188590572537314,0.003579746673941445
c.617,617,-462.5,3537.5,54.0,-0.00964,-0.01130941334274305,-0.011278643439968566,0.003921061100720749
c.618,618,-462.5,3562.5,54.0,-0.00964,-0.01150241847212883,-0.011500210310963582,0.0037995079134748987
c.619,619,-462.5,3587.5,54.0,-0.00964,-0.011519139227668323,-0.011439075143897068,0.0034983684508996735
c.620,620,-462.5,3612.5,54.0,-0.00964,-0.011590688541346962,-0.01158935357834325,0.0034012582049172835
