,dc_0,ell_ca1,omega_ca1,omega_ca2,phi_0
prc_0.05,0.06178366065921288,40.7264879154005,0.0019044880529536792,1.7520352560290984e-05,0.38503336042245667
prc_0.25,0.07519164331502931,48.508150351123085,0.0020673128002580447,9.376298352488274e-05,0.38957331641918
prc_0.50,0.08584600429574954,55.05379687521226,0.002188919926090073,0.0002021602196846094,0.3925836087564744
prc_0.75,0.09645265488962133,63.02615043301357,0.0023298537205976595,0.0003762298328285394,0.3958260967561181
prc_0.95,0.1127016409314438,79.39915862559283,0.0025769283144251955,0.0006646269649301653,0.4000350559008567
mean,0.08630086574955662,56.80448367064129,0.002208451430992483,0.0002571689090080592,0.3927039729575711
