cellid,cellname,q1X,q1Y,q1Z,q2X,q2Y,q2Z,q3X,q3Y,q3Z,q4X,q4Y,q4Z,q5X,q5Y,q5Z,q6X,q6Y,q6Z,q7X,q7Y,q7Z,q8X,q8Y,q8Z,mptX,mptY,mptZ,UTMzone,q1Lat,q1Lon,q2Lat,q2Lon,q3Lat,q3Lon,q4Lat,q4Lon,q5Lat,q5Lon,q6Lat,q6Lon,q7Lat,q7Lon,q8Lat,q8Lon,mptLat,mptLon
1375,c.1375,-200.0,3775.0,-70.0,-175.0,3775.0,-70.0,-200.0,3800.0,-70.0,-175.0,3800.0,-70.0,-200.0,3775.0,0.0,-175.0,3775.0,0.0,-200.0,3800.0,0.0,-175.0,3800.0,0.0,-187.5,3787.5,-35.0,54,33.88278487514291,133.43869220798297,33.89903800438808,133.70678687089662,34.10628609805914,133.41874966782038,34.12267580577251,133.68753572140204,33.88278487514291,133.43869220798297,33.89903800438808,133.70678687089662,34.10628609805914,133.41874966782038,34.12267580577251,133.68753572140204,34.00277083102288,133.56294111662658
1376,c.1376,-200.0,3800.0,-70.0,-175.0,3800.0,-70.0,-200.0,3825.0,-70.0,-175.0,3825.0,-70.0,-200.0,3800.0,0.0,-175.0,3800.0,0.0,-200.0,3825.0,0.0,-175.0,3825.0,0.0,-187.5,3812.5,-35.0,54,34.10628609805914,133.41874966782038,34.12267580577251,133.68753572140204,34.32976879763569,133.3985861692917,34.346295784907966,133.66807114835555,34.10628609805914,133.41874966782038,34.12267580577251,133.68753572140204,34.32976879763569,133.3985861692917,34.346295784907966,133.66807114835555,34.22633187753533,133.54323567631076
1377,c.1377,-200.0,3825.0,-70.0,-175.0,3825.0,-70.0,-200.0,3850.0,-70.0,-175.0,3850.0,-70.0,-200.0,3825.0,0.0,-175.0,3825.0,0.0,-200.0,3850.0,0.0,-175.0,3850.0,0.0,-187.5,3837.5,-35.0,54,34.32976879763569,133.3985861692917,34.346295784907966,133.66807114835555,34.55323280720567,133.3781993580787,34.56989778477372,133.6483908745364,34.32976879763569,133.3985861692917,34.346295784907966,133.66807114835555,34.55323280720567,133.3781993580787,34.56989778477372,133.6483908745364,34.44987467345301,133.52331188715104
1378,c.1378,-200.0,3850.0,-70.0,-175.0,3850.0,-70.0,-200.0,3875.0,-70.0,-175.0,3875.0,-70.0,-200.0,3850.0,0.0,-175.0,3850.0,0.0,-200.0,3875.0,0.0,-175.0,3875.0,0.0,-187.5,3862.5,-35.0,54,34.55323280720567,133.3781993580787,34.56989778477372,133.6483908745364,34.776677958470394,133.3575868398167,34.79348164686127,133.62849258393678,34.55323280720567,133.3781993580787,34.56989778477372,133.6483908745364,34.776677958470394,133.3575868398167,34.79348164686127,133.62849258393678,34.67339905619587,133.5031674136695
1379,c.1379,-200.0,3875.0,-70.0,-175.0,3875.0,-70.0,-200.0,3900.0,-70.0,-175.0,3900.0,-70.0,-200.0,3875.0,0.0,-175.0,3875.0,0.0,-200.0,3900.0,0.0,-175.0,3900.0,0.0,-187.5,3887.5,-35.0,54,34.776677958470394,133.3575868398167,34.79348164686127,133.62849258393678,35.00010408145644,133.33674617931572,35.01704721113426,133.60837392100586,34.776677958470394,133.3575868398167,34.79348164686127,133.62849258393678,35.00010408145644,133.33674617931572,35.01704721113426,133.60837392100586,34.896904861604,133.48279988058783
1380,c.1380,-200.0,3900.0,-70.0,-175.0,3900.0,-70.0,-200.0,3925.0,-70.0,-175.0,3925.0,-70.0,-200.0,3900.0,0.0,-175.0,3900.0,0.0,-200.0,3925.0,0.0,-175.0,3925.0,0.0,-187.5,3912.5,-35.0,54,35.00010408145644,133.33674617931572,35.01704721113426,133.60837392100586,35.223511004471696,133.31567489976257,35.24059431598751,133.58803248987527,35.00010408145644,133.33674617931572,35.01704721113426,133.60837392100586,35.223511004471696,133.31567489976257,35.24059431598751,133.58803248987527,35.12039192389567,133.46220687205044
1381,c.1381,-200.0,3925.0,-70.0,-175.0,3925.0,-70.0,-200.0,3950.0,-70.0,-175.0,3950.0,-70.0,-200.0,3925.0,0.0,-175.0,3925.0,0.0,-200.0,3950.0,0.0,-175.0,3950.0,0.0,-187.5,3937.5,-35.0,54,35.223511004471696,133.31567489976257,35.24059431598751,133.58803248987527,35.44689855406022,133.2943704819033,35.464122798204954,133.56746585356615,35.223511004471696,133.31567489976257,35.24059431598751,133.58803248987527,35.44689855406022,133.2943704819033,35.464122798204954,133.56746585356615,35.34386007562418,133.4413859308287
1382,c.1382,-200.0,3950.0,-70.0,-175.0,3950.0,-70.0,-200.0,3975.0,-70.0,-175.0,3975.0,-70.0,-200.0,3950.0,0.0,-175.0,3950.0,0.0,-200.0,3975.0,0.0,-175.0,3975.0,0.0,-187.5,3962.5,-35.0,54,35.44689855406022,133.2943704819033,35.464122798204954,133.56746585356615,35.67026655495603,133.27283036320588,35.68763249291648,133.54667153317598,35.44689855406022,133.2943704819033,35.464122798204954,133.56746585356615,35.67026655495603,133.27283036320588,35.68763249291648,133.54667153317598,35.56730914763396,133.42033455750578
1383,c.1383,-200.0,3975.0,-70.0,-175.0,3975.0,-70.0,-200.0,4000.0,-70.0,-175.0,4000.0,-70.0,-200.0,3975.0,0.0,-175.0,3975.0,0.0,-200.0,4000.0,0.0,-175.0,4000.0,0.0,-187.5,3987.5,-35.0,54,35.67026655495603,133.27283036320588,35.68763249291648,133.54667153317598,35.8936148300356,133.25105193700284,35.911123233553674,133.52564700704644,35.67026655495603,133.27283036320588,35.68763249291648,133.54667153317598,35.8936148300356,133.25105193700284,35.911123233553674,133.52564700704644,35.790738969015074,133.39905020964162
1384,c.1384,-200.0,4000.0,-70.0,-175.0,4000.0,-70.0,-200.0,4025.0,-70.0,-175.0,4025.0,-70.0,-200.0,4000.0,0.0,-175.0,4000.0,0.0,-200.0,4025.0,0.0,-175.0,4025.0,0.0,-187.5,4012.5,-35.0,54,35.8936148300356,133.25105193700284,35.911123233553674,133.52564700704644,36.11694320026931,133.22903255161194,36.134594851804515,133.50438970991004,35.8936148300356,133.25105193700284,35.911123233553674,133.52564700704644,36.11694320026931,133.22903255161194,36.134594851804515,133.50438970991004,36.014149367056966,133.3775303009173
1385,c.1385,-200.0,4025.0,-70.0,-175.0,4025.0,-70.0,-200.0,4050.0,-70.0,-175.0,4050.0,-70.0,-200.0,4025.0,0.0,-175.0,4025.0,0.0,-200.0,4050.0,0.0,-175.0,4050.0,0.0,-187.5,4037.5,-35.0,54,36.11694320026931,133.22903255161194,36.134594851804515,133.50438970991004,36.34025148467141,133.20676950943567,36.358047177566654,133.48289703201593,36.11694320026931,133.22903255161194,36.134594851804515,133.50438970991004,36.34025148467141,133.20676950943567,36.358047177566654,133.48289703201593,36.237540167200805,133.3557722002583
1386,c.1386,-200.0,4050.0,-70.0,-175.0,4050.0,-70.0,-200.0,4075.0,-70.0,-175.0,4075.0,-70.0,-200.0,4050.0,0.0,-175.0,4050.0,0.0,-200.0,4075.0,0.0,-175.0,4075.0,0.0,-187.5,4062.5,-35.0,54,36.34025148467141,133.20676950943567,36.358047177566654,133.48289703201593,36.56353950024896,133.18426006603872,36.58148003889985,133.46116631823395,36.34025148467141,133.20676950943567,36.358047177566654,133.48289703201593,36.56353950024896,133.18426006603872,36.58148003889985,133.46116631823395,36.460911192990594,133.33377323093615
1387,c.1387,-200.0,4075.0,-70.0,-175.0,4075.0,-70.0,-200.0,4100.0,-70.0,-175.0,4100.0,-70.0,-200.0,4075.0,0.0,-175.0,4075.0,0.0,-200.0,4100.0,0.0,-175.0,4100.0,0.0,-187.5,4087.5,-35.0,54,36.56353950024896,133.18426006603872,36.58148003889985,133.46116631823395,36.78680706194922,133.16150142920173,36.80489326197677,133.43919486713654,36.56353950024896,133.18426006603872,36.58148003889985,133.46116631823395,36.78680706194922,133.16150142920173,36.80489326197677,133.43919486713654,36.68426226602314,133.3115306696477
1388,c.1388,-200.0,4100.0,-70.0,-175.0,4100.0,-70.0,-200.0,4125.0,-70.0,-175.0,4125.0,-70.0,-200.0,4100.0,0.0,-175.0,4100.0,0.0,-200.0,4125.0,0.0,-175.0,4125.0,0.0,-187.5,4112.5,-35.0,54,36.78680706194922,133.16150142920173,36.80489326197677,133.43919486713654,37.010053982605896,133.13849075795233,37.02828667103292,133.41697993005747,36.78680706194922,133.16150142920173,36.80489326197677,133.43919486713654,37.010053982605896,133.13849075795233,37.02828667103292,133.41697993005747,36.90759320589663,133.28904174557167
1389,c.1389,-200.0,4125.0,-70.0,-175.0,4125.0,-70.0,-200.0,4150.0,-70.0,-175.0,4150.0,-70.0,-200.0,4125.0,0.0,-175.0,4125.0,0.0,-200.0,4150.0,0.0,-175.0,4150.0,0.0,-187.5,4137.5,-35.0,54,37.010053982605896,133.13849075795233,37.02828667103292,133.41697993005747,37.233280072883765,133.1152251615713,37.251660088314864,133.39451871012696,37.010053982605896,133.13849075795233,37.02828667103292,133.41697993005747,37.233280072883765,133.1152251615713,37.251660088314864,133.39451871012696,37.13090383015794,133.26630363940106
1390,c.1390,-200.0,4150.0,-70.0,-175.0,4150.0,-70.0,-200.0,4175.0,-70.0,-175.0,4175.0,-70.0,-200.0,4150.0,0.0,-175.0,4150.0,0.0,-200.0,4175.0,0.0,-175.0,4175.0,0.0,-187.5,4162.5,-35.0,54,37.233280072883765,133.1152251615713,37.251660088314864,133.39451871012696,37.456485141222075,133.09170169857396,37.47501333402745,133.371808361283,37.233280072883765,133.1152251615713,37.251660088314864,133.39451871012696,37.456485141222075,133.09170169857396,37.47501333402745,133.371808361283,37.35419395424844,133.24331348235202
1391,c.1391,-200.0,4175.0,-70.0,-175.0,4175.0,-70.0,-200.0,4200.0,-70.0,-175.0,4200.0,-70.0,-200.0,4175.0,0.0,-175.0,4175.0,0.0,-200.0,4200.0,0.0,-175.0,4200.0,0.0,-187.5,4187.5,-35.0,54,37.456485141222075,133.09170169857396,37.47501333402745,133.371808361283,37.67966899377633,133.06791737566613,37.69834622627939,133.3488459872568,37.456485141222075,133.09170169857396,37.47501333402745,133.371808361283,37.67966899377633,133.06791737566613,37.69834622627939,133.3488459872568,37.57746339144861,133.22006835514705
1392,c.1392,-200.0,4200.0,-70.0,-175.0,4200.0,-70.0,-200.0,4225.0,-70.0,-175.0,4225.0,-70.0,-200.0,4200.0,0.0,-175.0,4200.0,0.0,-200.0,4225.0,0.0,-175.0,4225.0,0.0,-187.5,4212.5,-35.0,54,37.67966899377633,133.06791737566613,37.69834622627939,133.3488459872568,37.90283143435858,133.04386914667327,37.921658581027565,133.32562864053327,37.67966899377633,133.06791737566613,37.69834622627939,133.3488459872568,37.90283143435858,133.04386914667327,37.921658581027565,133.32562864053327,37.80071195282098,133.19656528697305
1393,c.1393,-200.0,4225.0,-70.0,-175.0,4225.0,-70.0,-200.0,4250.0,-70.0,-175.0,4250.0,-70.0,-200.0,4225.0,0.0,-175.0,4225.0,0.0,-200.0,4250.0,0.0,-175.0,4250.0,0.0,-187.5,4237.5,-35.0,54,37.90283143435858,133.04386914667327,37.921658581027565,133.32562864053327,38.12597226437622,133.01955391144256,38.144950212019836,133.30215332128483,37.90283143435858,133.04386914667327,37.921658581027565,133.32562864053327,38.12597226437622,133.01955391144256,38.144950212019836,133.30215332128483,38.02393944715172,133.17280125441243
1394,c.1394,-200.0,4250.0,-70.0,-175.0,4250.0,-70.0,-200.0,4275.0,-70.0,-175.0,4275.0,-70.0,-200.0,4250.0,0.0,-175.0,4250.0,0.0,-200.0,4275.0,0.0,-175.0,4275.0,0.0,-187.5,4262.5,-35.0,54,38.12597226437622,133.01955391144256,38.144950212019836,133.30215332128483,38.34909128276907,132.9949685147172,38.36822093073626,133.27841697627778,38.12597226437622,133.01955391144256,38.144950212019836,133.30215332128483,38.34909128276907,132.9949685147172,38.36822093073626,133.27841697627778,38.2471456808906,133.14877318034755
1395,c.1395,-200.0,4275.0,-70.0,-175.0,4275.0,-70.0,-200.0,4300.0,-70.0,-175.0,4300.0,-70.0,-200.0,4275.0,0.0,-175.0,4275.0,0.0,-200.0,4300.0,0.0,-175.0,4300.0,0.0,-187.5,4287.5,-35.0,54,38.34909128276907,132.9949685147172,38.36822093073626,133.27841697627778,38.57218828594483,132.97010974498158,38.591470546328864,133.2544164977506,38.34909128276907,132.9949685147172,38.36822093073626,133.27841697627778,38.57218828594483,132.97010974498158,38.591470546328864,133.2544164977506,38.47033045808949,133.1244779328364
1396,c.1396,-200.0,4300.0,-70.0,-175.0,4300.0,-70.0,-200.0,4325.0,-70.0,-175.0,4325.0,-70.0,-200.0,4300.0,0.0,-175.0,4300.0,0.0,-200.0,4325.0,0.0,-175.0,4325.0,0.0,-187.5,4312.5,-35.0,54,38.57218828594483,132.97010974498158,38.591470546328864,133.2544164977506,38.795263067713,132.94497433327703,38.814698865559805,133.23014872226386,38.57218828594483,132.97010974498158,38.591470546328864,133.2544164977506,38.795263067713,132.94497433327703,38.814698865559805,133.23014872226386,38.69349358033908,133.09991232396027
1397,c.1397,-200.0,4325.0,-70.0,-175.0,4325.0,-70.0,-200.0,4350.0,-70.0,-175.0,4350.0,-70.0,-200.0,4325.0,0.0,-175.0,4325.0,0.0,-200.0,4350.0,0.0,-175.0,4350.0,0.0,-187.5,4337.5,-35.0,54,38.795263067713,132.94497433327703,38.814698865559805,133.23014872226386,39.018315419216655,132.91955895198686,39.037905692737745,133.20561042951968,38.795263067713,132.94497433327703,38.814698865559805,133.23014872226386,39.018315419216655,132.91955895198686,39.037905692737745,133.20561042951968,38.91663484670407,133.0750731086409
1398,c.1398,-200.0,4350.0,-70.0,-175.0,4350.0,-70.0,-200.0,4375.0,-70.0,-175.0,4375.0,-70.0,-200.0,4350.0,0.0,-175.0,4350.0,0.0,-200.0,4375.0,0.0,-175.0,4375.0,0.0,-187.5,4362.5,-35.0,54,39.018315419216655,132.91955895198686,39.037905692737745,133.20561042951968,39.2413451288629,132.89386021358993,39.26109082965276,133.18079834115113,39.018315419216655,132.91955895198686,39.037905692737745,133.20561042951968,39.2413451288629,132.89386021358993,39.26109082965276,133.18079834115113,39.139754053656425,133.04995698342765
1399,c.1399,-200.0,4375.0,-70.0,-175.0,4375.0,-70.0,-200.0,4400.0,-70.0,-175.0,4400.0,-70.0,-200.0,4375.0,0.0,-175.0,4375.0,0.0,-200.0,4400.0,0.0,-175.0,4400.0,0.0,-187.5,4387.5,-35.0,54,39.2413451288629,132.89386021358993,39.26109082965276,133.18079834115113,39.46435198225101,132.8678746693822,39.48425407550923,133.1557091194797,39.2413451288629,132.89386021358993,39.26109082965276,133.18079834115113,39.46435198225101,132.8678746693822,39.48425407550923,133.1557091194797,39.3628509950072,133.02456058525283
1400,c.1400,-200.0,4400.0,-70.0,-175.0,4400.0,-70.0,-200.0,4425.0,-70.0,-175.0,4425.0,-70.0,-200.0,4400.0,0.0,-175.0,4400.0,0.0,-200.0,4425.0,0.0,-175.0,4425.0,0.0,-187.5,4412.5,-35.0,54,39.46435198225101,132.8678746693822,39.48425407550923,133.1557091194797,39.68733576209898,132.84159880816415,39.70739522685724,133.13033936624043,39.46435198225101,132.8678746693822,39.48425407550923,133.1557091194797,39.68733576209898,132.84159880816415,39.70739522685724,133.13033936624043,39.585925461836105,132.9988804901547
1401,c.1401,-200.0,4425.0,-70.0,-175.0,4425.0,-70.0,-200.0,4450.0,-70.0,-175.0,4450.0,-70.0,-200.0,4425.0,0.0,-175.0,4425.0,0.0,-200.0,4450.0,0.0,-175.0,4450.0,0.0,-187.5,4437.5,-35.0,54,39.68733576209898,132.84159880816415,39.70739522685724,133.13033936624043,39.91029624816795,132.81502905489478,39.93051407752186,133.10468562127372,39.68733576209898,132.84159880816415,39.70739522685724,133.13033936624043,39.91029624816795,132.81502905489478,39.93051407752186,133.10468562127372,39.8089772424196,132.97291321196698
1402,c.1402,-200.0,4450.0,-70.0,-175.0,4450.0,-70.0,-200.0,4475.0,-70.0,-175.0,4475.0,-70.0,-200.0,4450.0,0.0,-175.0,4450.0,0.0,-200.0,4475.0,0.0,-175.0,4475.0,0.0,-187.5,4462.5,-35.0,54,39.91029624816795,132.81502905489478,39.93051407752186,133.10468562127372,40.13323321718462,132.78816176930945,40.15361041853063,133.07874436118217,39.91029624816795,132.81502905489478,39.93051407752186,133.10468562127372,40.13323321718462,132.78816176930945,40.15361041853063,133.07874436118217,40.03200612215665,132.946655200974
1403,c.1403,-200.0,4475.0,-70.0,-175.0,4475.0,-70.0,-200.0,4500.0,-70.0,-175.0,4500.0,-70.0,-200.0,4475.0,0.0,-175.0,4475.0,0.0,-200.0,4500.0,0.0,-175.0,4500.0,0.0,-187.5,4487.5,-35.0,54,40.13323321718462,132.78816176930945,40.15361041853063,133.07874436118217,40.35614644276149,132.7609932445014,40.376684038039116,133.05251199795242,40.13323321718462,132.78816176930945,40.15361041853063,133.07874436118217,40.35614644276149,132.7609932445014,40.376684038039116,133.05251199795242,40.255011883492855,132.92010284253018
1404,c.1404,-200.0,4500.0,-70.0,-175.0,4500.0,-70.0,-200.0,4525.0,-70.0,-175.0,4525.0,-70.0,-200.0,4500.0,0.0,-175.0,4500.0,0.0,-200.0,4525.0,0.0,-175.0,4525.0,0.0,-187.5,4512.5,-35.0,54,40.35614644276149,132.7609932445014,40.376684038039116,133.05251199795242,40.57903569531515,132.73351970546605,40.599734721254286,133.02598487753986,40.35614644276149,132.7609932445014,40.376684038039116,133.05251199795242,40.57903569531515,132.73351970546605,40.599734721254286,133.02598487753986,40.477994305842216,132.8932524556432
1405,c.1405,-200.0,4525.0,-70.0,-175.0,4525.0,-70.0,-200.0,4550.0,-70.0,-175.0,4550.0,-70.0,-200.0,4525.0,0.0,-175.0,4525.0,0.0,-200.0,4550.0,0.0,-175.0,4550.0,0.0,-187.5,4537.5,-35.0,54,40.57903569531515,132.73351970546605,40.599734721254286,133.02598487753986,40.801900741982124,132.70573730760592,40.82276225035604,132.99915927841602,40.57903569531515,132.73351970546605,40.599734721254286,133.02598487753986,40.801900741982124,132.70573730760592,40.82276225035604,132.99915927841602,40.70095316550698,132.86610029151925
1406,c.1406,-200.0,4550.0,-70.0,-175.0,4550.0,-70.0,-200.0,4575.0,-70.0,-175.0,4575.0,-70.0,-200.0,4550.0,0.0,-175.0,4550.0,0.0,-200.0,4575.0,0.0,-175.0,4575.0,0.0,-187.5,4562.5,-35.0,54,40.801900741982124,132.70573730760592,40.82276225035604,132.99915927841602,41.024741346532544,132.6776421351962,41.045766404416334,132.97203141007654,40.801900741982124,132.70573730760592,40.82276225035604,132.99915927841602,41.024741346532544,132.6776421351962,41.045766404416334,132.97203141007654,40.92388823559515,132.83864253206954
1407,c.1407,-200.0,4575.0,-70.0,-175.0,4575.0,-70.0,-200.0,4600.0,-70.0,-175.0,4600.0,-70.0,-200.0,4575.0,0.0,-175.0,4575.0,0.0,-200.0,4600.0,0.0,-175.0,4600.0,0.0,-187.5,4587.5,-35.0,54,41.024741346532544,132.6776421351962,41.045766404416334,132.97203141007654,41.24755726928136,132.64923019980867,41.268746959316275,132.94459741150945,41.024741346532544,132.6776421351962,41.045766404416334,132.97203141007654,41.24755726928136,132.64923019980867,41.268746959316275,132.94459741150945,41.14679928593585,132.81087528837676
1408,c.1408,-200.0,4600.0,-70.0,-175.0,4600.0,-70.0,-200.0,4625.0,-70.0,-175.0,4625.0,-70.0,-200.0,4600.0,0.0,-175.0,4600.0,0.0,-200.0,4625.0,0.0,-175.0,4625.0,0.0,-187.5,4612.5,-35.0,54,41.24755726928136,132.64923019980867,41.268746959316275,132.94459741150945,41.47034826699725,132.6204974386935,41.49170368766073,132.91685334962168,41.24755726928136,132.64923019980867,41.268746959316275,132.94459741150945,41.47034826699725,132.6204974386935,41.49170368766073,132.91685334962168,41.36968608299223,132.78279459912005
1409,c.1409,-200.0,4625.0,-70.0,-175.0,4625.0,-70.0,-200.0,4650.0,-70.0,-175.0,4650.0,-70.0,-200.0,4625.0,0.0,-175.0,4625.0,0.0,-200.0,4650.0,0.0,-175.0,4650.0,0.0,-187.5,4637.5,-35.0,54,41.47034826699725,132.6204974386935,41.49170368766073,132.91685334962168,41.693114092808834,132.59143971311687,41.71463635869085,132.88879521762325,41.47034826699725,132.6204974386935,41.49170368766073,132.91685334962168,41.693114092808834,132.59143971311687,41.71463635869085,132.88879521762325,41.5925483897722,132.75439642895776
1410,c.1410,-200.0,4650.0,-70.0,-175.0,4650.0,-70.0,-200.0,4675.0,-70.0,-175.0,4675.0,-70.0,-200.0,4650.0,0.0,-175.0,4650.0,0.0,-200.0,4675.0,0.0,-175.0,4675.0,0.0,-187.5,4662.5,-35.0,54,41.693114092808834,132.59143971311687,41.71463635869085,132.88879521762325,41.91585449610849,132.56205280665387,41.93754473819382,132.86041893336701,41.693114092808834,132.59143971311687,41.71463635869085,132.88879521762325,41.91585449610849,132.56205280665387,41.93754473819382,132.86041893336701,41.815385965736326,132.72567666686592
1411,c.1411,-200.0,4675.0,-70.0,-175.0,4675.0,-70.0,-200.0,4700.0,-70.0,-175.0,4700.0,-70.0,-200.0,4675.0,0.0,-175.0,4675.0,0.0,-200.0,4700.0,0.0,-175.0,4700.0,0.0,-187.5,4687.5,-35.0,54,41.91585449610849,132.56205280665387,41.93754473819382,132.86041893336701,42.1385692224533,132.53233242343458,42.16042858841046,132.83172033764328,41.91585449610849,132.56205280665387,41.93754473819382,132.86041893336701,42.1385692224533,132.53233242343458,42.16042858841046,132.83172033764328,42.038198566703585,132.6966311244316
1412,c.1412,-200.0,4700.0,-70.0,-175.0,4700.0,-70.0,-200.0,4725.0,-70.0,-175.0,4725.0,-70.0,-200.0,4700.0,0.0,-175.0,4700.0,0.0,-200.0,4725.0,0.0,-175.0,4725.0,0.0,-187.5,4712.5,-35.0,54,42.1385692224533,132.53233242343458,42.16042858841046,132.83172033764328,42.36125801346334,132.50227418634202,42.38328766793986,132.80269519242748,42.1385692224533,132.53233242343458,42.16042858841046,132.83172033764328,42.36125801346334,132.50227418634202,42.38328766793986,132.80269519242748,42.26098594475413,132.6672555340995
1413,c.1413,-200.0,4725.0,-70.0,-175.0,4725.0,-70.0,-200.0,4750.0,-70.0,-175.0,4750.0,-70.0,-200.0,4725.0,0.0,-175.0,4725.0,0.0,-200.0,4750.0,0.0,-175.0,4750.0,0.0,-187.5,4737.5,-35.0,54,42.36125801346334,132.50227418634202,42.38328766793986,132.80269519242748,42.58392060671722,132.47187363516065,42.60612173164164,132.77333917907944,42.36125801346334,132.50227418634202,42.38328766793986,132.80269519242748,42.58392060671722,132.47187363516065,42.60612173164164,132.77333917907944,42.48374784812956,132.63754554737022
1414,c.1414,-200.0,4750.0,-70.0,-175.0,4750.0,-70.0,-200.0,4775.0,-70.0,-175.0,4775.0,-70.0,-200.0,4750.0,0.0,-175.0,4750.0,0.0,-200.0,4775.0,0.0,-175.0,4775.0,0.0,-187.5,4762.5,-35.0,54,42.58392060671722,132.47187363516065,42.60612173164164,132.77333917907944,42.80655673564436,132.44112622467367,42.82893053053531,132.7436478964928,42.58392060671722,132.47187363516065,42.60612173164164,132.77333917907944,42.80655673564436,132.44112622467367,42.82893053053531,132.7436478964928,42.7064840211303,132.6074967329491
1415,c.1415,-200.0,4775.0,-70.0,-175.0,4775.0,-70.0,-200.0,4800.0,-70.0,-175.0,4800.0,-70.0,-200.0,4775.0,0.0,-175.0,4775.0,0.0,-200.0,4800.0,0.0,-175.0,4800.0,0.0,-187.5,4787.5,-35.0,54,42.80655673564436,132.44112622467367,42.82893053053531,132.7436478964928,43.02916612941461,132.41002732270763,43.0517138116968,132.71361685919288,42.80655673564436,132.44112622467367,42.82893053053531,132.7436478964928,43.02916612941461,132.41002732270763,43.0517138116968,132.71361685919288,42.92919420401009,132.57710457484328
1416,c.1416,-200.0,4800.0,-70.0,-175.0,4800.0,-70.0,-200.0,4825.0,-70.0,-175.0,4825.0,-70.0,-200.0,4800.0,0.0,-175.0,4800.0,0.0,-200.0,4825.0,0.0,-175.0,4825.0,0.0,-187.5,4812.5,-35.0,54,43.02916612941461,132.41002732270763,43.0517138116968,132.71361685919288,43.25174851282446,132.3785722081223,43.27447131815203,132.68324149538142,43.02916612941461,132.41002732270763,43.0517138116968,132.71361685919288,43.25174851282446,132.3785722081223,43.27447131815203,132.68324149538142,43.151878132867445,132.54636447040605
1417,c.1417,-200.0,4825.0,-70.0,-175.0,4825.0,-70.0,-200.0,4850.0,-70.0,-175.0,4850.0,-70.0,-200.0,4825.0,0.0,-175.0,4825.0,0.0,-200.0,4850.0,0.0,-175.0,4850.0,0.0,-187.5,4837.5,-35.0,54,43.25174851282446,132.3785722081223,43.27447131815203,132.68324149538142,43.47430360618017,132.34675606874444,43.49720278876751,132.65251714492638,43.25174851282446,132.3785722081223,43.27447131815203,132.68324149538142,43.47430360618017,132.34675606874444,43.49720278876751,132.65251714492638,43.37453553953416,132.5152717283265
1418,c.1418,-200.0,4850.0,-70.0,-175.0,4850.0,-70.0,-200.0,4875.0,-70.0,-175.0,4875.0,-70.0,-200.0,4850.0,0.0,-175.0,4850.0,0.0,-200.0,4875.0,0.0,-175.0,4875.0,0.0,-187.5,4862.5,-35.0,54,43.47430360618017,132.34675606874444,43.49720278876751,132.65251714492638,43.69683112517748,132.31457399924358,43.7199079581377,132.62143905729505,43.47430360618017,132.34675606874444,43.49720278876751,132.65251714492638,43.69683112517748,132.31457399924358,43.7199079581377,132.62143905729505,43.59716615146044,132.48382156656245
1419,c.1419,-200.0,4875.0,-70.0,-175.0,4875.0,-70.0,-200.0,4900.0,-70.0,-175.0,4900.0,-70.0,-200.0,4875.0,0.0,-175.0,4875.0,0.0,-200.0,4900.0,0.0,-175.0,4900.0,0.0,-187.5,4887.5,-35.0,54,43.69683112517748,132.31457399924358,43.7199079581377,132.62143905729505,43.919330780777905,132.2820209989475,43.94258655646925,132.5900023894288,43.69683112517748,132.31457399924358,43.7199079581377,132.62143905729505,43.919330780777905,132.2820209989475,43.94258655646925,132.5900023894288,43.81976969159695,132.4520091102154
1420,c.1420,-200.0,4900.0,-70.0,-175.0,4900.0,-70.0,-200.0,4925.0,-70.0,-175.0,4925.0,-70.0,-200.0,4900.0,0.0,-175.0,4900.0,0.0,-200.0,4925.0,0.0,-175.0,4925.0,0.0,-187.5,4912.5,-35.0,54,43.919330780777905,132.2820209989475,43.94258655646925,132.5900023894288,44.14180227908142,132.2490919695963,44.16523830946177,132.55820220355702,43.919330780777905,132.2820209989475,43.94258655646925,132.5900023894288,44.14180227908142,132.2490919695963,44.16523830946177,132.55820220355702,44.0423458782732,132.419829389345
1421,c.1421,-200.0,4925.0,-70.0,-175.0,4925.0,-70.0,-200.0,4950.0,-70.0,-175.0,4950.0,-70.0,-200.0,4925.0,0.0,-175.0,4925.0,0.0,-200.0,4950.0,0.0,-175.0,4950.0,0.0,-187.5,4937.5,-35.0,54,44.14180227908142,132.2490919695963,44.16523830946177,132.55820220355702,44.36424532119555,132.21578171303182,44.387862938185236,132.52603346494897,44.14180227908142,132.2490919695963,44.16523830946177,132.55820220355702,44.36424532119555,132.21578171303182,44.387862938185236,132.52603346494897,44.264894425072754,132.38727733672135
1422,c.1422,-200.0,4950.0,-70.0,-175.0,4950.0,-70.0,-200.0,4975.0,-70.0,-175.0,4975.0,-70.0,-200.0,4950.0,0.0,-175.0,4950.0,0.0,-200.0,4975.0,0.0,-175.0,4975.0,0.0,-187.5,4962.5,-35.0,54,44.36424532119555,132.21578171303182,44.387862938185236,132.52603346494897,44.586659603100564,132.1820849288216,44.61046015895378,132.49349103960088,44.36424532119555,132.21578171303182,44.387862938185236,132.52603346494897,44.586659603100564,132.1820849288216,44.61046015895378,132.49349103960088,44.48741504070447,132.35434778551314
